ticker,appreciation,10bagger,table,permaticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
SLXP,24.385593220338983,True,SEP,197107,Salix Pharmaceuticals Ltd,NASDAQ,Y,Domestic,795435106,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,5 - Large,3 - Small,,USD,North Carolina; U.S.A,2019-04-29,2014-09-30,2000-11-20,2015-03-30,1996-12-31,2014-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001009356,
SM,1.400320256204964,False,SEP,197716,SM Energy Co,NYSE,N,Domestic,78454L100 865580104,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas E&P,4 - Mid,4 - Mid,,USD,Colorado; U.S.A,2020-01-14,2014-09-30,1992-12-21,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000893538,http://www.sm-energy.com
SMA,1.8356435643564362,False,SEP,195113,Symmetry Medical Inc,NYSE,Y,Domestic,871546206,3842.0,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment,Healthcare,Medical Devices,3 - Small,3 - Small,,USD,Indiana; U.S.A,2018-06-13,2015-01-28,2004-12-09,2014-12-04,2003-12-31,2014-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001292055,
SMBC,6.484210526315789,False,SEP,197504,Southern Missouri Bancorp Inc,NASDAQ,N,Domestic,843380106,6036.0,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,,Banking,Financial Services,Banks - Regional,3 - Small,2 - Micro,,USD,Missouri; U.S.A,2020-01-14,2015-01-05,1994-04-12,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000916907,http://www.bankwithsouthern.com
SMBK,1.3507142857142858,False,SEP,196843,Smartfinancial Inc,NASDAQ,N,Domestic,83190L208 218924108 83190L109,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,3 - Small,2 - Micro,CSBQ,USD,Tennessee; U.S.A,2020-01-14,2015-05-22,2003-03-19,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001038773,http://www.smartfinancialinc.com
SMC,1.1296296296296295,False,SEP,121129,Central Sun Mining Inc,NYSEMKT,Y,Canadian,155432107 377903109,1040.0,Mining,Gold And Silver Ores,,Precious Metals,Basic Materials,Gold,2 - Micro,2 - Micro,,USD,Ontario; Canada,2018-10-16,2018-01-08,2005-02-23,2009-03-25,2003-09-30,2007-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001311967,
SMCI,4.695555555555555,False,SEP,194319,Super Micro Computer Inc,NASDAQ,N,Domestic,86800U104,3571.0,Manufacturing,Electronic Computers,,Computers,Technology,Communication Equipment,3 - Small,4 - Mid,,USD,California; U.S.A,2020-01-14,2014-10-28,2007-03-29,2020-01-14,2005-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001375365,http://www.supermicro.com
SMDK,0.0125,False,SEP,122323,Smartdisk Corp,NASDAQ,Y,Domestic,83169Q105,3577.0,Manufacturing,Computer Peripheral Equipment Nec,,Computers,Technology,Computer Hardware,3 - Small,2 - Micro,,USD,Florida; U.S.A,2018-10-16,2017-10-12,1999-10-06,2014-12-08,1997-12-31,2002-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058959,
SMDM,3.4166666666666665,False,SEP,124528,Singing Machine Co Inc,OTC,N,Domestic,829322304,3652.0,Manufacturing,Phonograph Records & Prerecorded Audio Tapes & Disks,,Recreation,,None,2 - Micro,2 - Micro,,USD,Florida; U.S.A,2020-01-14,2016-11-23,1994-11-11,2020-01-14,1999-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000923601,http://www.singingmachine.com
SMED,1.2842105263157897,False,SEP,197655,Sharps Compliance Corp,NASDAQ,N,Domestic,820017101,4955.0,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,,Almost Nothing,Industrials,Waste Management,2 - Micro,1 - Nano,,USD,Texas; U.S.A,2020-01-14,2014-12-18,1999-05-24,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000898770,http://www.sharpsinc.com
SMFG,2.424137931034483,False,SEP,166520,Sumitomo Mitsui Financial Group Inc,NYSE,N,ADR,86562M209 86562M100,6029.0,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking,Financial Services,Banks - Diversified,5 - Large,5 - Large,,USD,Japan,2020-01-14,2015-12-31,2006-01-27,2020-01-14,2009-03-31,2019-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001022837,http://www.smfg.co.jp
SMFTF,15.92,True,SEP,114431,Smurfit Kappa Group PLC,OTC,N,ADR,83272W106,,,,,,,None,,,,USD,New York; U.S.A,2020-01-14,2018-10-09,2008-06-17,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001537547,http://www.smurfitkappa.com
SMG,3.0755381604696668,False,SEP,198251,Scotts Miracle-Gro Co,NYSE,N,Domestic,810186106,2870.0,Manufacturing,Agricultural Chemicals,,Chemicals,Basic Materials,Agricultural Inputs,4 - Mid,4 - Mid,,USD,Ohio; U.S.A,2020-01-14,2014-10-14,1992-01-31,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000825542,http://www.scotts.com
SMGI,0.01945031712473573,False,SEP,124441,SMG Industries Inc,OTC,N,Domestic,78454K102 78454K110 78454K201,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas E&P,2 - Micro,1 - Nano,SMGIU SGMEU,USD,Texas; U.S.A,2020-01-14,2016-11-25,2010-09-22,2020-01-14,2010-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001426506,http://www.SMGIndustries.com
SMICY,3.222929936305732,False,SEP,191083,Semiconductor Manufacturing International Corp,OTC,N,ADR,81663N206,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,4 - Mid,4 - Mid,SMI,USD,China,2020-01-14,2016-01-13,2004-03-17,2020-01-14,2001-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001267482,http://www.smics.com
SMID,8.444444444444445,False,SEP,197406,Smith Midland Corp,OTC,N,Domestic,832156103,3272.0,Manufacturing,Concrete Products Except Block & Brick,,Construction Materials,Basic Materials,Building Materials,1 - Nano,1 - Nano,,USD,Virginia; U.S.A,2020-01-14,2016-04-18,1995-12-13,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000924719,http://www.smithmidland.com
SMIT,0.7873754152823921,False,SEP,197429,Schmitt Industries Inc,NASDAQ,N,Domestic,806870200,3823.0,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,2 - Micro,1 - Nano,,USD,Oregon; U.S.A,2020-01-14,2014-12-18,1995-01-31,2020-01-14,1997-03-31,2019-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000922612,http://www.schmittindustries.com
SMME,0.8333333333333334,False,SEP,124587,SmartMetric Inc,OTC,N,Domestic,83171T105,3990.0,Manufacturing,Miscellaneous Manufacturing Industries,,,Consumer Defensive,Household & Personal Products,2 - Micro,,,USD,Nevada; U.S.A,2020-01-14,2016-11-19,2006-06-06,2020-01-14,2007-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001301991,http://www.smartmetric.com
SMMF,3.4881578947368426,False,SEP,198357,Summit Financial Group Inc,NASDAQ,N,Domestic,86606G101,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,3 - Small,2 - Micro,,USD,West Virginia; U.S.A,2020-01-14,2014-12-11,2000-01-07,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000811808,http://www.summitfgi.com
SMMX,1.4606413994169094,False,SEP,185883,Symyx Technologies Inc,NASDAQ,Y,Domestic,87155S108,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,2 - Micro,,USD,California; U.S.A,2018-07-02,2015-07-01,1999-11-18,2010-07-01,1997-12-31,2010-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001095330,
SMOD,8.241071428571429,False,SEP,187257,SMART Modular Technologies (WWH) Inc,NASDAQ,Y,Domestic,G82245104,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,3 - Small,3 - Small,,USD,California; U.S.A,2018-06-13,2015-11-25,2006-02-06,2011-08-26,2004-09-30,2011-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001326973,
SMP,25.309278350515466,True,SEP,199328,Standard Motor Products Inc,NYSE,N,Domestic,853666105,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,3 - Small,3 - Small,,USD,New York; U.S.A,2020-01-14,2014-10-11,1987-12-30,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000093389,http://www.smpcorp.com
SMPL1,1.6684276246277976,False,SEP,193821,Simplicity Bancorp Inc,NASDAQ,Y,Domestic,828867101 483056107,6035.0,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,Financial Services,Banks - Regional,2 - Micro,1 - Nano,KFFG SMPL,USD,California; U.S.A,2019-09-05,2014-12-18,2004-03-31,2015-02-26,2009-06-30,2014-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001412109,
SMRT,0.9801980198019802,False,SEP,197820,Stein Mart Inc,NASDAQ,N,Domestic,858375108,5651.0,Retail Trade,Retail-Family Clothing Stores,,Retail,Consumer Cyclical,Apparel Retail,3 - Small,3 - Small,,USD,Florida; U.S.A,2020-01-14,2014-10-16,1992-04-27,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000884940,http://www.steinmart.com
SMSC,2.536351165980796,False,SEP,188887,Standard Microsystems Corp,NASDAQ,Y,Domestic,853626109,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,3 - Small,3 - Small,,USD,New York; U.S.A,2018-10-22,2015-06-22,1986-01-01,2012-08-01,1996-12-31,2012-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000093384,
SMSEY,8.654054054054054,False,SEP,115326,Samsonite International SA,OTC,N,ADR,79604U107,8880.0,Services,American Depositary Receipts,,,,None,,,SMSOF,USD,New York; U.S.A,2020-01-14,2018-09-14,2012-05-16,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001560968,http://www.samsonite.com
SMSI,0.17766497461928932,False,SEP,197225,Smith Micro Software Inc,NASDAQ,N,Domestic,832154207 832154108,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,2 - Micro,,USD,Pennsylvania; U.S.A,2020-01-14,2014-11-04,1995-09-19,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000948708,http://www.smithmicro.com
SMT,0.026334310850439885,False,SEP,190677,SMART Technologies Inc,NASDAQ,Y,ADR,83172R108 83172R207,3577.0,Manufacturing,Computer Peripheral Equipment Nec,,Computers,Technology,Computer Hardware,3 - Small,3 - Small,SMTZ,USD,Alberta; Canada,2019-06-07,2016-01-11,2010-07-15,2016-09-13,2008-03-31,2016-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001489147,
SMTB,0.34929577464788736,False,SEP,120887,Smithtown Bancorp Inc,NASDAQ,Y,Domestic,832449102,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,2 - Micro,2 - Micro,,USD,New York; U.S.A,2019-09-25,2018-01-22,1999-01-11,2010-11-29,1996-12-31,2010-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000747345,
SMTC,4.454068241469817,False,SEP,199363,Semtech Corp,NASDAQ,N,Domestic,816850101,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,4 - Mid,3 - Small,,USD,California; U.S.A,2020-01-14,2014-09-30,1992-03-17,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000088941,http://www.semtech.com
SMTI,0.015584415584415584,False,SEP,198885,Sanara MedTech Inc,OTC,N,Domestic,98211X106,3842.0,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment,Healthcare,Medical Devices,2 - Micro,1 - Nano,WNDMD WNDM,USD,Texas; U.S.A,2020-01-14,2015-06-19,1994-04-07,2020-01-14,2001-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000714256,http://www.wndm.com
SMTL,5.04109589041096,False,SEP,176807,Semitool Inc,NASDAQ,Y,Domestic,816909105,3559.0,Manufacturing,Special Industry Machinery Nec,,Machinery,Technology,Semiconductor Equipment & Materials,3 - Small,2 - Micro,,USD,Montana; U.S.A,2019-06-25,2015-07-07,1995-02-02,2009-12-18,1996-12-31,2009-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000934550,
SMTOY,1.7031847133757962,False,SEP,114415,Sumitomo Electric Industries Ltd,OTC,N,ADR,865617203,8880.0,Services,American Depositary Receipts,,,,None,,,,USD,New York; U.S.A,2020-01-14,2018-10-10,1996-03-05,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000095227,http://www.sei.co.jp
SMTS1,2.2283675289919707,False,SEP,185801,Somanetics Corp,NASDAQ,Y,Domestic,834445405,3845.0,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment,Healthcare,Medical Devices,3 - Small,2 - Micro,SMTS,USD,Michigan; U.S.A,2019-07-26,2015-06-26,1991-03-20,2010-07-26,1996-12-31,2010-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000704328,
SMTX,9.692307692307693,False,SEP,196081,Smtc Corp,NASDAQ,N,Domestic,832682207 832682108,3672.0,Manufacturing,Printed Circuit Boards,,Electronic Equipment,Technology,Electronic Components,3 - Small,3 - Small,,USD,Ontario; Canada,2020-01-14,2015-04-03,2000-07-21,2020-01-14,1999-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001108320,http://www.smtc.com
SMVE,0.015384615384615384,False,SEP,173981,Smart Move Inc,NASDAQ,Y,Domestic,831920103 831920202,4213.0,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),,Transportation,Industrials,Trucking,1 - Nano,1 - Nano,MVE,USD,Colorado; U.S.A,2018-10-09,2015-07-15,2006-12-20,2011-01-14,2005-09-30,2008-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001349108,
SNA,7.003131991051455,False,SEP,199346,Snap-on Inc,NYSE,N,Domestic,833034101,3420.0,Manufacturing,Cutlery Handtools & General Hardware,,Construction Materials,Industrials,Tools & Accessories,5 - Large,4 - Mid,,USD,Wisconsin; U.S.A,2020-01-14,2014-09-24,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000091440,http://www.snapon.com
SNAK,3.2217741935483866,False,SEP,197264,Inventure Foods Inc,NASDAQ,Y,Domestic,461212102 732813100 461214108,2090.0,Manufacturing,Miscellaneous Food Preparations & Kindred Products,,Food Products,Consumer Defensive,Packaged Foods,2 - Micro,2 - Micro,,USD,Arizona; U.S.A,2018-09-21,2014-10-21,1996-12-06,2017-12-14,1996-06-30,2017-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000944508,
SNBC,1.2610015955530391,False,SEP,197039,Sun Bancorp Inc,NASDAQ,Y,Domestic,86663B201 86663B102,6029.0,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking,Financial Services,Banks - Regional,3 - Small,2 - Micro,,USD,New Jersey; U.S.A,2019-09-10,2014-10-22,1996-08-29,2018-01-31,1996-12-31,2017-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001017793,
SNBR,162.0689655172414,True,SEP,198240,Sleep Number Corp,NASDAQ,N,Domestic,81616X103 83125X103,2510.0,Manufacturing,Household Furniture,,Consumer Goods,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3 - Small,3 - Small,SCSS,USD,Minnesota; U.S.A,2020-01-14,2015-03-05,1998-12-04,2020-01-14,1996-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000827187,http://www.sleepnumber.com
SNCA,0.037148829431438136,False,SEP,194525,Neuralstem Inc,NASDAQ,N,Domestic,64127R302 64127R401 64127R500,2836.0,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,1 - Nano,CUR,USD,Maryland; U.S.A,2020-01-14,2014-12-02,2007-03-30,2020-01-14,2005-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001357459,http://www.senecabio.com
SNCR,0.6785714285714285,False,SEP,195889,Synchronoss Technologies Inc,NASDAQ,N,Domestic,87157B103,7371.0,Services,Services-Computer Programming Services,,Business Services,Technology,Software - Application,4 - Mid,3 - Small,,USD,New Jersey; U.S.A,2020-01-14,2014-10-24,2006-06-15,2020-01-14,2004-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001131554,http://www.synchronoss.com
SNDA,1.3420026007802341,False,SEP,122703,Shanda Interactive Entertainment Ltd,NASDAQ,Y,ADR,81941Q203,7389.0,Services,Services-Business Services Nec,,Business Services,Industrials,Specialty Business Services,4 - Mid,3 - Small,,USD,China,2018-06-13,2017-09-12,2004-05-13,2012-02-14,2001-12-31,2010-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001278308,
SNDK,9.510611735330835,False,SEP,197210,Sandisk Corp,NASDAQ,Y,Domestic,80004C101,3572.0,Manufacturing,Computer Storage Devices,,Computers,Technology,Computer Hardware,5 - Large,4 - Mid,,USD,California; U.S.A,2019-04-18,2014-09-27,1995-11-08,2016-05-11,1996-12-31,2016-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001000180,
SNDTF,0.1794871794871795,False,SEP,122300,Sand Technology Inc,NASDAQ,Y,ADR,799774302,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,1 - Nano,1 - Nano,SNDT,USD,Quebec; Canada,2019-07-24,2017-10-12,1986-01-01,2013-11-14,1998-06-30,2012-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000753050,
SNE,2.566221142162819,False,SEP,190337,Sony Corp,NYSE,N,ADR,835699307,3651.0,Manufacturing,Household Audio & Video Equipment,,Recreation,Technology,Consumer Electronics,5 - Large,5 - Large,,USD,Japan,2020-01-14,2016-02-11,1986-01-01,2020-01-14,1996-03-31,2019-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000313838,http://www.sony.net
SNECQ,0.01086837793555434,False,SEP,192208,Sanchez Energy Corp,OTC,N,Domestic,79970Y105,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas E&P,3 - Small,3 - Small,SN SNEC,USD,Texas; U.S.A,2020-01-14,2014-11-10,2011-12-15,2020-01-14,2009-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001528837,http://www.sanchezenergycorp.com
SNEN,1.8155339805825244,False,SEP,182216,Sinoenergy CORP,NASDAQ,Y,Domestic,82935B202,2860.0,Manufacturing,Industrial Organic Chemicals,,Chemicals,Basic Materials,Specialty Chemicals,2 - Micro,1 - Nano,,USD,Colorado; U.S.A,2019-07-12,2015-09-04,2007-02-06,2010-09-24,2006-03-31,2010-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001107563,
SNFCA,6.243386243386244,False,SEP,199078,Security National Financial Corp,NASDAQ,N,Domestic,814785309,6199.0,Finance Insurance And Real Estate,Finance Services,,Banking,Financial Services,Credit Services,2 - Micro,3 - Small,,USD,Utah; U.S.A,2020-01-14,2015-05-28,1987-08-12,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000318673,http://www.securitynational.com
SNGX,0.04575,False,SEP,198343,Soligenix Inc,NASDAQ,N,Domestic Primary,834223307 258094101 29264N307,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,SNGXD SNGXW,USD,New Jersey; U.S.A,2020-01-14,2016-10-21,1996-01-02,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000812796,http://www.soligenix.com
SNI,4.7018276762402085,False,SEP,193573,Scripps Networks Interactive Inc,NYSE,Y,Domestic,811065101,4841.0,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,Consumer Cyclical,Entertainment,5 - Large,4 - Mid,,USD,Tennessee; U.S.A,2018-06-28,2015-01-14,2008-06-12,2018-03-06,2006-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001430602,
SNIC,17.011764705882353,True,SEP,187298,Sonic Solutions,NASDAQ,Y,Domestic,835460106,7373.0,Services,Services-Computer Integrated Systems Design,,Computers,Technology,Information Technology Services,3 - Small,2 - Micro,,USD,California; U.S.A,2018-10-31,2015-11-25,1994-02-11,2011-02-17,1996-12-31,2010-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000916235,
SNKI,9.504761904761905,False,SEP,189016,Swank Inc,NASDAQ,Y,Domestic,869716308 869716209,3100.0,Manufacturing,Leather & Leather Products,,Apparel,Consumer Cyclical,Apparel Manufacturing,2 - Micro,2 - Micro,,USD,New York; U.S.A,2019-06-15,2015-06-08,1988-03-01,2012-05-17,1997-03-31,2012-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000095779,
SNKTY,0.0016,False,SEP,124030,Independence Resources PLC,NASDAQ,Y,Domestic,817209307 45378C102 817209208,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas E&P,2 - Micro,1 - Nano,,USD,South Carolina; U.S.A,2019-07-15,2017-06-26,1986-05-19,2016-01-21,1996-12-31,2013-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000789944,
SNMP,0.11878453038674032,False,SEP,194474,Sanchez Midstream Partners LP,NYSEMKT,N,Domestic,79971C201 21038E101 79971A106,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas Midstream,3 - Small,2 - Micro,CEP SPP,USD,Texas; U.S.A,2020-01-14,2016-01-14,2006-11-15,2020-01-14,2005-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001362705,http://www.sanchezmidstream.com
SNMX,0.9371069182389936,False,SEP,195967,Senomyx Inc,NASDAQ,Y,Domestic,81724Q107,8731.0,Services,Services-Commercial Physical & Biological Research,,Business Services,Basic Materials,Specialty Chemicals,3 - Small,1 - Nano,,USD,California; U.S.A,2018-11-01,2014-11-04,2004-06-22,2018-11-01,2002-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001123979,
SNN,2.95273851590106,False,SEP,165617,Smith & Nephew Plc,NYSE,N,ADR,83175M205 83175M106,3842.0,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment,Healthcare,Medical Devices,5 - Large,4 - Mid,,USD,United Kingdom,2020-01-14,2016-01-19,1999-11-16,2020-01-14,2003-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000845982,http://www.smith-nephew.com
SNOA,0.020821951519625938,False,SEP,194424,Sonoma Pharmaceuticals Inc,NASDAQ,N,Domestic Primary,67575P207 83558L105 67575P306,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,2 - Micro,1 - Nano,OCLS SNOAW,USD,California; U.S.A,2020-01-14,2015-01-05,2007-01-25,2020-01-14,2005-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001367083,http://www.sonomapharma.com
SNP,2.19522297390584,False,SEP,166000,China Petroleum & Chemical Corp,NYSE,N,ADR,16941R108,2911.0,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,Energy,Oil & Gas Integrated,5 - Large,6 - Mega,SNPMF,USD,China,2020-01-14,2015-12-31,2000-10-18,2020-01-14,2000-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001123658,http://www.sinopec.com
SNPHY,1.8522204254260481,False,SEP,114383,Santen Pharmaceutical Co Ltd,OTC,N,ADR,80287P100,,,,,,,None,,,,USD,New York; U.S.A,2020-01-14,2018-10-10,2011-08-31,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001501108,http://www.santen.com
SNPS,6.418617614269787,False,SEP,197845,Synopsys Inc,NASDAQ,N,Domestic,871607107,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Infrastructure,5 - Large,4 - Mid,,USD,California; U.S.A,2020-01-14,2015-03-20,1992-02-26,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000883241,http://www.synopsys.com
SNR1,1.8639455782312928,False,SEP,122725,Sunair Services Corp,NYSEMKT,Y,Domestic,867017105,7340.0,Services,Services-To Dwellings & Other Buildings,,Business Services,Industrials,Business Services,2 - Micro,2 - Micro,SNR,USD,Florida; U.S.A,2019-07-10,2017-09-12,1986-01-01,2009-12-15,1997-09-30,2009-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000095366,
SNSS,0.17763157894736845,False,SEP,196588,Sunesis Pharmaceuticals Inc,NASDAQ,N,Domestic,867328601 867328700 867328502,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,1 - Nano,,USD,California; U.S.A,2020-01-14,2015-05-29,2005-09-27,2020-01-14,2003-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001061027,http://www.sunesis.com
